COLLEGE BASKETBALL TRUE HOME COURT ADVANTAGE (since start of 2021-22 season),,,,,,,,,,,,,,
,,ALL GAMES,,,,,,,,,CONFERENCE GAMES,,,
,,SU,ATS,Avg,Avg,Exp,Avg,,Actual,True,SU,ATS,True,Conf
Team,Conference,W-L (%),W-L (%),TmPR,OppPR,PPG+/-,Line,PF-PA,PPG+/-,HFEdge,W-L (%),W-L (%),HFEdge,+/-
UNLV,Mountain West,27-15 (64%),19-23 (45%),75.1,73.7,1.4,-4.7,71.3-66.5,4.8,3.4,10-10 (50%),9-11 (45%),2.9,-0.5
NEW ORLEANS,Southland,15-13 (54%),17-11 (61%),60.9,62.2,-1.3,-1.1,76.6-74.5,2.1,3.4,12-8 (60%),12-8 (60%),2.4,-1
MORGAN ST,Mid-Eastern,11-8 (58%),8-11 (42%),60.4,63.1,-2.7,0.3,77.2-76.5,0.7,3.4,9-6 (60%),6-9 (40%),4.3,0.9
DELAWARE ST,Mid-Eastern,6-19 (24%),15-9 (63%),55.0,64.2,-9.2,7.1,62.1-67.9,-5.8,3.4,4-12 (25%),9-6 (60%),3.0,-0.4
INDIANA,Big Ten,38-8 (83%),27-18 (60%),83.8,76.0,7.8,-10.5,75.9-64.8,11.1,3.3,17-7 (71%),15-9 (63%),2.9,-0.4
UMASS-LOWELL,America East,23-7 (77%),16-14 (53%),69.8,64.1,5.7,-8.2,74.8-65.8,9.0,3.3,16-5 (76%),12-9 (57%),4.7,1.4
MIAMI,ACC,35-8 (81%),20-23 (47%),80.9,72.7,8.2,-11.3,82.8-71.4,11.4,3.2,17-7 (71%),12-12 (50%),3.0,-0.2
TOLEDO,Mid-American,31-5 (86%),21-15 (58%),76.0,68.2,7.8,-10.7,83.1-72.1,11.0,3.2,20-2 (91%),14-8 (64%),3.7,0.5
OHIO U,Mid-American,33-6 (85%),21-17 (55%),74.1,66.7,7.4,-9.7,79.9-69.3,10.6,3.2,19-4 (83%),13-9 (59%),4.2,1
ST JOHNS,Big East,31-15 (67%),18-27 (40%),80.0,73.8,6.2,-9.9,79.7-70.3,9.4,3.2,13-12 (52%),11-13 (46%),4.6,1.4
VA COMMONWEALTH,Atlantic 10,35-12 (74%),23-23 (50%),77.1,71.1,6.0,-9.5,72-62.8,9.2,3.2,15-6 (71%),12-8 (60%),5.0,1.8
LOUISIANA TECH,Conference USA,23-9 (72%),17-14 (55%),75.0,70.1,4.9,-7.4,75.1-67,8.1,3.2,12-8 (60%),10-10 (50%),2.1,-1.1
PITTSBURGH,ACC,29-19 (60%),25-22 (53%),75.8,73.5,2.3,-5.1,71.7-66.2,5.5,3.2,12-12 (50%),11-13 (46%),2.3,-0.9
PRAIRIE VIEW A&M,SWAC,13-7 (65%),8-11 (42%),63.0,61.0,2.0,-5.2,70.1-64.9,5.2,3.2,12-7 (63%),7-11 (39%),2.2,-1
FLA INTERNATIONAL,Conference USA,23-15 (61%),21-17 (55%),66.8,68.0,-1.2,-1.9,75.2-73.2,2.0,3.2,11-10 (52%),14-7 (67%),4.0,0.8
SAN JOSE ST,Mountain West,21-15 (58%),21-15 (58%),68.0,72.6,-4.6,1.9,67.1-68.5,-1.4,3.2,8-12 (40%),10-10 (50%),0.8,-2.4
CHARLESTON SO,Big South,7-20 (26%),12-14 (46%),59.1,65.1,-6.0,3.0,70.9-73.7,-2.8,3.2,5-14 (26%),10-9 (53%),4.4,1.2
LAMAR,Southland,7-19 (27%),16-9 (64%),58.1,64.8,-6.7,4.8,69.5-73,-3.5,3.2,5-13 (28%),9-8 (53%),2.2,-1
TX-RIO GRANDE,WAC,12-19 (39%),15-15 (50%),62.6,69.3,-6.7,4.0,75.3-78.8,-3.5,3.2,7-16 (30%),12-10 (55%),3.2,0
LEMOYNE,Northeast,2-2 (50%),3-1 (75%),60.6,62.3,-1.7,1.0,77.3-64.3,13.0,14.7,1-2 (33%),2-1 (67%),9.7,-5
XAVIER,Big East,39-11 (78%),26-24 (52%),83.2,76.0,7.2,-9.4,79.2-68.9,10.3,3.1,17-7 (71%),9-15 (38%),0.8,-2.3
ABILENE CHRISTIAN,WAC,18-8 (69%),12-12 (50%),71.0,66.3,4.7,-8.3,76-68.2,7.8,3.1,11-6 (65%),6-9 (40%),2.3,-0.8
GRAMBLING,SWAC,16-8 (67%),12-12 (50%),63.6,61.1,2.5,-5.1,68.3-62.7,5.6,3.1,14-6 (70%),10-10 (50%),2.4,-0.7
ST PETERS,Metro Atlantic,19-11 (63%),17-13 (57%),67.3,66.7,0.6,-2.7,64.9-61.2,3.7,3.1,14-9 (61%),14-9 (61%),4.1,1
ARKANSAS ST,Sun Belt,20-13 (61%),17-14 (55%),66.8,66.7,0.1,-3.0,72.3-69.1,3.2,3.1,10-10 (50%),10-8 (56%),3.0,-0.1
N CAROLINA,ACC,35-5 (88%),20-20 (50%),84.8,74.4,10.4,-13.4,80.7-67.3,13.4,3.0,18-5 (78%),12-11 (52%),3.3,0.3
TEXAS A&M,SEC,35-7 (83%),24-16 (60%),81.4,73.5,7.9,-11.2,74.1-63.2,10.9,3.0,15-5 (75%),14-6 (70%),3.8,0.8
VILLANOVA,Big East,28-8 (78%),17-19 (47%),84.2,76.4,7.8,-11.5,73.4-62.6,10.8,3.0,17-7 (71%),11-13 (46%),4.0,1
NEVADA,Mountain West,27-9 (75%),18-17 (51%),77.9,73.5,4.4,-7.6,74.6-67.2,7.4,3.0,12-8 (60%),8-11 (42%),0.9,-2.1
SF AUSTIN ST,WAC,22-9 (71%),13-18 (42%),72.9,69.0,3.9,-7.6,75.6-68.7,6.9,3.0,17-4 (81%),10-11 (48%),5.4,2.4
NEW MEXICO ST,Conference USA,17-7 (71%),13-10 (57%),73.7,70.7,3.0,-6.0,72.3-66.3,6.0,3.0,13-5 (72%),9-8 (53%),2.1,-0.9
LIPSCOMB,Atlantic Sun,21-9 (70%),18-12 (60%),67.4,66.0,1.4,-4.5,77.6-73.2,4.4,3.0,14-7 (67%),13-8 (62%),4.0,1
MINNESOTA,Big Ten,25-20 (56%),22-20 (52%),74.2,74.3,-0.1,-2.5,70.3-67.4,2.9,3.0,6-17 (26%),11-11 (50%),1.9,-1.1
STONY BROOK,Colonial Athletic,22-13 (63%),21-14 (60%),65.4,66.1,-0.7,-1.6,70.5-68.2,2.3,3.0,9-10 (47%),9-10 (47%),0.7,-2.3
S DAKOTA,Summit,18-14 (56%),17-15 (53%),65.7,66.5,-0.8,-1.6,73.9-71.7,2.2,3.0,11-10 (52%),12-9 (57%),3.4,0.4
MISSISSIPPI ST,SEC,34-9 (79%),20-22 (48%),81.6,73.6,8.0,-11.6,73.3-62.4,10.9,2.9,14-7 (67%),11-9 (55%),3.7,0.8
NORTHWESTERN,Big Ten,31-12 (72%),20-21 (49%),80.4,74.5,5.9,-8.6,72.9-64.1,8.8,2.9,13-10 (57%),12-10 (55%),4.1,1.2
CLEVELAND ST,Horizon,34-5 (87%),18-20 (47%),70.0,65.2,4.8,-7.1,75.5-67.8,7.7,2.9,25-3 (89%),13-15 (46%),3.3,0.4
NEBRASKA,Big Ten,30-17 (64%),29-17 (63%),76.2,74.7,1.5,-4.5,74.5-70.1,4.4,2.9,11-13 (46%),18-6 (75%),4.6,1.7
LONG BEACH ST,Big West,19-9 (68%),14-14 (50%),69.9,68.6,1.3,-4.3,75.2-71,4.2,2.9,17-6 (74%),13-10 (57%),3.6,0.7
GEORGIA ST,Sun Belt,16-14 (53%),12-15 (44%),68.9,69.3,-0.4,-3.1,70.3-67.8,2.5,2.9,10-10 (50%),8-10 (44%),2.5,-0.4
AIR FORCE,Mountain West,21-21 (50%),19-23 (45%),67.6,70.3,-2.7,-0.9,66.5-66.3,0.2,2.9,5-16 (24%),7-14 (33%),0.4,-2.5
ARK-LITTLE ROCK,Ohio Valley,16-16 (50%),18-13 (58%),62.7,66.8,-4.1,1.8,75.8-77,-1.2,2.9,7-11 (39%),9-8 (53%),2.6,-0.3
LINDENWOOD,Ohio Valley,6-9 (40%),8-6 (57%),57.1,62.9,-5.8,2.7,72.4-75.3,-2.9,2.9,5-7 (42%),6-5 (55%),2.7,-0.2
WM & MARY,Colonial Athletic,16-18 (47%),17-16 (52%),61.4,67.5,-6.1,3.5,67.9-71.1,-3.2,2.9,10-12 (45%),11-10 (52%),2.7,-0.2
N DAKOTA,Summit,11-22 (33%),16-16 (50%),60.7,67.5,-6.8,3.5,71.4-75.3,-3.9,2.9,7-14 (33%),11-10 (52%),3.3,0.4
WRIGHT ST,Horizon,22-12 (65%),16-17 (48%),70.0,66.0,4.0,-7.7,80.1-73.3,6.8,2.8,19-8 (70%),14-12 (54%),3.6,0.8
SIU EDWARDSVL,Ohio Valley,18-11 (62%),18-11 (62%),65.0,64.6,0.4,-2.5,70.7-67.5,3.2,2.8,12-10 (55%),11-11 (50%),0.3,-2.5
TULSA,American Athletic,21-20 (51%),16-21 (43%),69.9,70.5,-0.6,-2.6,72.7-70.5,2.2,2.8,5-16 (24%),7-12 (37%),3.0,0.2
QUEENS COLL,Atlantic Sun,10-7 (59%),8-7 (53%),65.7,67.7,-2.0,-1.6,80.3-79.5,0.8,2.8,6-6 (50%),5-6 (45%),1.8,-1
TX-SAN ANTONIO,American Athletic,15-24 (38%),19-19 (50%),62.3,68.4,-6.1,2.9,70.1-73.4,-3.3,2.8,4-18 (18%),11-10 (52%),4.6,1.8
MARYLAND,Big Ten,35-11 (76%),24-22 (52%),81.5,75.2,6.3,-9.6,73.5-64.5,9.0,2.7,16-8 (67%),15-9 (63%),5.0,2.3
MICHIGAN,Big Ten,27-14 (66%),19-21 (48%),82.5,78.0,4.5,-8.3,77.2-70,7.2,2.7,15-9 (63%),12-11 (52%),4.6,1.9
TEMPLE,American Athletic,23-14 (62%),23-14 (62%),73.8,72.1,1.7,-3.9,72.3-67.9,4.4,2.7,12-8 (60%),12-8 (60%),3.6,0.9
CAL DAVIS,Big West,21-11 (66%),13-18 (42%),69.6,68.1,1.5,-4.7,73-68.8,4.2,2.7,16-6 (73%),9-12 (43%),4.4,1.7
COASTAL CAROLINA,Sun Belt,16-23 (41%),19-19 (50%),67.1,69.6,-2.5,-0.1,71.6-71.4,0.2,2.7,9-12 (43%),9-11 (45%),2.7,0
AUSTIN PEAY,Atlantic Sun,12-14 (46%),14-11 (56%),64.2,67.5,-3.3,1.2,65.6-66.2,-0.6,2.7,9-11 (45%),10-9 (53%),1.7,-1
N CAROLINA A&T,Colonial Athletic,12-12 (50%),11-12 (48%),62.4,66.0,-3.6,0.4,67.1-68,-0.9,2.7,11-10 (52%),10-10 (50%),2.0,-0.7
C ARKANSAS,Atlantic Sun,13-17 (43%),17-12 (59%),59.2,65.6,-6.4,4.0,74.7-78.4,-3.7,2.7,8-12 (40%),11-8 (58%),1.9,-0.8
KENT ST,Mid-American,25-8 (76%),19-13 (59%),74.8,68.7,6.1,-9.1,78.8-70.1,8.7,2.6,18-4 (82%),13-8 (62%),3.2,0.6
UNC-GREENSBORO,Southern,24-8 (75%),12-19 (39%),72.0,68.3,3.7,-6.4,70.4-64.1,6.3,2.6,15-7 (68%),9-12 (43%),3.3,0.7
BUTLER,Big East,26-15 (63%),16-23 (41%),77.0,74.5,2.5,-5.6,71.7-66.6,5.1,2.6,10-14 (42%),6-16 (27%),-0.4,-3
UC-RIVERSIDE,Big West,21-10 (68%),19-12 (61%),70.5,68.1,2.4,-4.4,71.3-66.3,5.0,2.6,16-8 (67%),14-10 (58%),2.1,-0.5
E CAROLINA,American Athletic,29-16 (64%),24-20 (55%),69.8,69.4,0.4,-3.4,72.1-69.1,3.0,2.6,9-11 (45%),11-8 (58%),4.1,1.5
MD-EAST SHORE,Mid-Eastern,11-8 (58%),8-10 (44%),60.8,62.3,-1.5,-1.1,70.3-69.2,1.1,2.6,8-7 (53%),5-9 (36%),1.3,-1.3
SOUTHERN MISS,Sun Belt,18-12 (60%),18-12 (60%),68.0,69.6,-1.6,-0.8,70.7-69.7,1.0,2.6,13-9 (59%),14-8 (64%),3.8,1.2
SE MISSOURI ST,Ohio Valley,16-13 (55%),18-11 (62%),62.9,65.1,-2.2,-1.0,75.1-74.7,0.4,2.6,14-7 (67%),15-6 (71%),5.3,2.7
C CONN ST,Northeast,12-17 (41%),15-14 (52%),59.9,63.0,-3.1,1.2,68.5-69,-0.5,2.6,8-10 (44%),9-9 (50%),2.0,-0.6
CS-BAKERSFIELD,Big West,11-17 (39%),11-15 (42%),64.7,68.5,-3.8,1.2,65.1-66.3,-1.2,2.6,7-15 (32%),10-11 (48%),2.5,-0.1
OHIO ST,Big Ten,32-11 (74%),19-23 (45%),83.6,74.4,9.2,-12.8,75.8-64.1,11.7,2.5,14-10 (58%),10-14 (42%),0.7,-1.8
JAMES MADISON,Sun Belt,24-10 (71%),18-15 (55%),74.4,68.2,6.2,-9.2,77.9-69.2,8.7,2.5,13-10 (57%),10-13 (43%),-0.4,-2.9
MONTANA ST,Big Sky,25-6 (81%),13-18 (42%),70.4,66.0,4.4,-7.0,73.2-66.3,6.9,2.5,19-3 (86%),10-12 (45%),1.9,-0.6
SANTA CLARA,West Coast,34-12 (74%),21-24 (47%),76.0,72.4,3.6,-6.1,77.6-71.5,6.1,2.5,13-6 (68%),11-8 (58%),1.3,-1.2
HAWAII,Big West,26-14 (65%),15-25 (38%),71.8,68.9,2.9,-6.1,67.4-62,5.4,2.5,15-6 (71%),8-13 (38%),2.6,0.1
MARSHALL,Sun Belt,24-15 (62%),18-20 (47%),72.6,69.7,2.9,-6.3,79.4-74,5.4,2.5,11-10 (52%),8-12 (40%),1.4,-1.1
NIAGARA,Metro Atlantic,16-13 (55%),14-15 (48%),66.0,66.6,-0.6,-2.0,71.1-69.2,1.9,2.5,13-11 (54%),12-12 (50%),4.0,1.5
CANISIUS,Metro Atlantic,17-14 (55%),16-15 (52%),64.7,67.2,-2.5,-0.2,70.7-70.7,0.0,2.5,13-11 (54%),13-11 (54%),2.8,0.3
IDAHO ST,Big Sky,11-18 (38%),11-18 (38%),62.1,67.0,-4.9,1.5,67.4-69.8,-2.4,2.5,9-14 (39%),11-12 (48%),3.6,1.1
DUKE,ACC,40-5 (89%),24-21 (53%),87.6,73.0,14.6,-17.7,81.5-64.5,17.0,2.4,19-4 (83%),9-14 (39%),-1.1,-3.5
VIRGINIA,ACC,36-8 (82%),23-20 (53%),82.4,73.1,9.3,-12.6,67-55.3,11.7,2.4,19-4 (83%),15-8 (65%),2.2,-0.2
TARLETON ST,WAC,18-8 (69%),12-13 (48%),69.4,67.3,2.1,-4.7,69.7-65.2,4.5,2.4,14-6 (70%),8-11 (42%),1.9,-0.5
PORTLAND,West Coast,21-12 (64%),17-15 (53%),69.3,68.2,1.1,-3.9,78.2-74.7,3.5,2.4,9-6 (60%),9-6 (60%),4.2,1.8
UTEP,Conference USA,26-16 (62%),19-22 (46%),70.6,69.8,0.8,-4.1,69.7-66.5,3.2,2.4,12-9 (57%),10-10 (50%),3.7,1.3
AMERICAN,Patriot,19-12 (61%),14-17 (45%),64.2,64.0,0.2,-2.3,68.2-65.6,2.6,2.4,11-10 (52%),8-13 (38%),0.9,-1.5
STETSON,Atlantic Sun,14-11 (56%),13-10 (57%),65.9,67.7,-1.8,-0.7,72-71.4,0.6,2.4,12-9 (57%),11-9 (55%),1.4,-1
ROBERT MORRIS,Horizon,15-20 (43%),16-19 (46%),63.8,65.9,-2.1,-1.0,72.9-72.6,0.3,2.4,13-14 (48%),12-15 (44%),2.8,0.4
WAGNER,Northeast,20-6 (77%),14-11 (56%),67.7,60.8,6.9,-8.5,69.4-60.2,9.2,2.3,15-5 (75%),10-9 (53%),0.9,-1.4
NC STATE,ACC,30-14 (68%),15-27 (36%),78.7,73.3,5.4,-8.9,77.9-70.2,7.7,2.3,11-13 (46%),8-16 (33%),1.2,-1.1
PURDUE FT WAYNE,Horizon,25-10 (71%),16-19 (46%),67.9,64.1,3.8,-6.2,76.4-70.3,6.1,2.3,17-10 (63%),11-16 (41%),0.8,-1.5
MERRIMACK,Northeast,19-11 (63%),14-16 (47%),64.0,62.2,1.8,-4.4,65.9-61.8,4.1,2.3,15-9 (63%),10-14 (42%),1.8,-0.5
S CAROLINA,SEC,27-13 (68%),22-18 (55%),74.6,73.9,0.7,-3.1,70.2-67.2,3.0,2.3,7-13 (35%),9-11 (45%),0.8,-1.5
PEPPERDINE,West Coast,18-22 (45%),21-19 (53%),69.0,71.2,-2.2,-0.6,73.4-73.3,0.1,2.3,4-16 (20%),7-13 (35%),-1.1,-3.4
ARK-PINE BLUFF,SWAC,8-15 (35%),10-13 (43%),56.5,61.4,-4.9,1.6,70.2-72.8,-2.6,2.3,8-12 (40%),9-11 (45%),3.2,0.9
N ILLINOIS,Mid-American,8-19 (30%),11-15 (42%),63.6,69.8,-6.2,3.7,70.8-74.7,-3.9,2.3,6-16 (27%),9-12 (43%),2.7,0.4
TEXAS A&M CC,Southland,18-7 (72%),14-11 (56%),65.8,60.8,5.0,-7.9,77.4-70.2,7.2,2.2,12-6 (67%),10-8 (56%),1.3,-0.9
NOTRE DAME,ACC,30-15 (67%),19-25 (43%),75.9,73.4,2.5,-5.6,71.4-66.7,4.7,2.2,13-11 (54%),13-11 (54%),4.2,2
GEORGIA,SEC,29-18 (62%),18-27 (40%),73.0,72.8,0.2,-3.6,73.2-70.8,2.4,2.2,7-12 (37%),9-10 (47%),3.8,1.6
STONEHILL,Northeast,7-9 (44%),7-9 (44%),58.4,62.3,-3.9,0.9,66.4-68.1,-1.7,2.2,6-5 (55%),4-7 (36%),1.1,-1.1
HAMPTON,Colonial Athletic,11-15 (42%),12-14 (46%),59.1,65.9,-6.8,4.3,68.2-72.8,-4.6,2.2,8-12 (40%),9-11 (45%),1.8,-0.4
LSU,SEC,33-13 (72%),20-26 (43%),80.6,72.8,7.8,-10.4,75-65.1,9.9,2.1,11-10 (52%),8-13 (38%),0.4,-1.7
HOFSTRA,Colonial Athletic,24-6 (80%),15-15 (50%),74.1,68.4,5.7,-8.4,77.2-69.4,7.8,2.1,17-4 (81%),9-12 (43%),1.2,-0.9
WINTHROP,Big South,23-6 (79%),13-15 (46%),69.0,66.5,2.5,-5.1,76.3-71.7,4.6,2.1,16-4 (80%),9-10 (47%),1.6,-0.5
APPALACHIAN ST,Sun Belt,21-12 (64%),15-18 (45%),70.8,68.9,1.9,-4.4,67.5-63.5,4.0,2.1,14-7 (67%),9-12 (43%),2.1,0
VANDERBILT,SEC,30-20 (60%),20-29 (41%),76.1,74.5,1.6,-5.0,70.9-67.2,3.7,2.1,11-9 (55%),9-10 (47%),4.8,2.7
BOSTON COLLEGE,ACC,25-17 (60%),18-24 (43%),73.4,72.7,0.7,-3.8,70-67.2,2.8,2.1,10-14 (42%),11-13 (46%),3.2,1.1
TENN-MARTIN,Ohio Valley,15-12 (56%),12-15 (44%),62.8,64.5,-1.7,-1.8,74.8-74.4,0.4,2.1,10-11 (48%),11-10 (52%),1.5,-0.6
LOYOLA-IL,Atlantic 10,25-12 (68%),12-25 (32%),75.6,68.4,7.2,-10.7,74.9-65.7,9.2,2.0,11-10 (52%),5-16 (24%),1.0,-1
DAVIDSON,Atlantic 10,23-12 (66%),14-21 (40%),75.6,70.8,4.8,-8.1,71.9-65.1,6.8,2.0,11-10 (52%),6-15 (29%),1.6,-0.4
MISSOURI,SEC,29-16 (64%),20-25 (44%),77.2,73.2,4.0,-8.1,76.3-70.3,6.0,2.0,10-11 (48%),10-11 (48%),2.5,0.5
W KENTUCKY,Conference USA,23-9 (72%),16-14 (53%),73.2,70.4,2.8,-6.3,75.8-71,4.8,2.0,13-8 (62%),11-8 (58%),2.4,0.4
WASHINGTON,Pac 12,31-15 (67%),22-24 (48%),76.3,74.6,1.7,-4.5,73.3-69.6,3.7,2.0,16-7 (70%),14-9 (61%),4.6,2.6
N ALABAMA,Atlantic Sun,13-14 (48%),11-16 (41%),64.1,64.4,-0.3,-2.4,72.1-70.4,1.7,2.0,7-13 (35%),7-13 (35%),1.7,-0.3
ELON,Colonial Athletic,12-19 (39%),11-18 (38%),63.0,68.6,-5.6,2.6,69.1-72.7,-3.6,2.0,8-14 (36%),8-13 (38%),2.7,0.7
INCARNATE WORD,Southland,8-19 (30%),13-13 (50%),57.1,63.6,-6.5,4.3,69.8-74.3,-4.5,2.0,5-13 (28%),8-9 (47%),1.3,-0.7
KANSAS,Big 12,40-2 (95%),19-22 (46%),89.3,77.7,11.6,-15.1,80.3-66.8,13.5,1.9,19-1 (95%),9-11 (45%),2.2,0.3
WISCONSIN,Big Ten,33-11 (75%),19-23 (45%),82.9,76.8,6.1,-8.9,72.3-64.3,8.0,1.9,16-8 (67%),12-11 (52%),2.4,0.5
N IOWA,Missouri Valley,21-14 (60%),15-19 (44%),72.9,71.5,1.4,-5.4,72.2-68.9,3.3,1.9,15-8 (65%),11-11 (50%),3.3,1.4
MISSOURI-KC,Summit,15-12 (56%),12-15 (44%),65.9,65.8,0.1,-2.6,70-68,2.0,1.9,11-10 (52%),8-13 (38%),0.8,-1.1
MARIST,Metro Atlantic,18-18 (50%),16-18 (47%),65.7,66.0,-0.3,-1.6,66.4-64.8,1.6,1.9,11-13 (46%),9-15 (38%),0.6,-1.3
S INDIANA,Ohio Valley,8-10 (44%),7-9 (44%),62.8,65.2,-2.4,-0.8,71.3-71.8,-0.5,1.9,6-7 (46%),4-7 (36%),0.1,-1.8
VALPARAISO,Missouri Valley,17-21 (45%),18-19 (49%),65.6,68.8,-3.2,0.0,69.3-70.6,-1.3,1.9,8-15 (35%),11-11 (50%),1.7,-0.2
CALIFORNIA,Pac 12,19-27 (41%),21-25 (46%),71.5,75.1,-3.6,0.7,66.4-68.1,-1.7,1.9,7-18 (28%),12-13 (48%),3.0,1.1
MEMPHIS,American Athletic,34-5 (87%),14-23 (38%),83.3,74.1,9.2,-12.2,80.4-69.4,11.0,1.8,17-4 (81%),8-11 (42%),2.4,0.6
COLORADO ST,Mountain West,29-9 (76%),16-22 (42%),79.1,72.4,6.7,-9.6,79-70.5,8.5,1.8,14-7 (67%),7-14 (33%),-0.3,-2.1
ST FRANCIS-PA,Northeast,13-18 (42%),14-16 (47%),60.8,62.2,-1.4,-1.0,72.1-71.7,0.4,1.8,10-11 (48%),9-12 (43%),1.1,-0.7
DEPAUL,Big East,21-23 (48%),21-22 (49%),73.1,76.0,-2.9,0.1,74.6-75.7,-1.1,1.8,7-16 (30%),9-13 (41%),-0.1,-1.9
OKLAHOMA ST,Big 12,29-17 (63%),19-24 (44%),81.1,76.5,4.6,-7.6,71.7-65.4,6.3,1.7,11-9 (55%),9-11 (45%),3.0,1.3
N DAKOTA ST,Summit,20-10 (67%),11-18 (38%),68.5,66.5,2.0,-5.8,75.9-72.2,3.7,1.7,14-7 (67%),8-13 (38%),1.7,0
RIDER,Metro Atlantic,16-14 (53%),12-18 (40%),66.1,65.6,0.5,-3.1,70.5-68.3,2.2,1.7,12-12 (50%),10-14 (42%),0.9,-0.8
MERCER,Southern,16-14 (53%),15-15 (50%),68.1,69.5,-1.4,-1.9,68.2-67.9,0.3,1.7,9-11 (45%),8-12 (40%),-0.2,-1.9
CAL POLY-SLO,Big West,9-23 (28%),16-16 (50%),63.0,68.7,-5.7,3.0,63.1-67.1,-4.0,1.7,4-18 (18%),10-12 (45%),0.6,-1.1
EVANSVILLE,Missouri Valley,12-20 (38%),16-15 (52%),63.7,70.1,-6.4,3.8,66-70.7,-4.7,1.7,4-18 (18%),9-13 (41%),-1.8,-3.5
NICHOLLS ST,Southland,16-4 (80%),6-13 (32%),66.6,60.2,6.4,-9.4,79-71,8.0,1.6,15-4 (79%),5-13 (28%),1.2,-0.4
MISSOURI ST,Missouri Valley,25-11 (69%),17-18 (49%),75.4,69.8,5.6,-8.1,73.2-66,7.2,1.6,15-8 (65%),9-13 (41%),0.1,-1.5
UT-CHATTANOOGA,Southern,21-12 (64%),16-17 (48%),73.2,68.1,5.1,-7.2,74.9-68.2,6.7,1.6,13-8 (62%),10-11 (48%),2.2,0.6
WOFFORD,Southern,22-8 (73%),12-17 (41%),71.7,67.8,3.9,-6.6,76.2-70.7,5.5,1.6,14-7 (67%),6-14 (30%),0.4,-1.2
RHODE ISLAND,Atlantic 10,23-16 (59%),17-20 (46%),72.0,71.1,0.9,-3.9,70.9-68.4,2.5,1.6,10-10 (50%),8-12 (40%),0.2,-1.4
N COLORADO,Big Sky,18-11 (62%),9-18 (33%),67.5,66.7,0.8,-5.0,79-76.6,2.4,1.6,14-8 (64%),9-12 (43%),2.1,0.5
ARMY,Patriot,18-15 (55%),15-16 (48%),64.0,64.1,-0.1,-2.5,68.3-66.8,1.5,1.6,13-9 (59%),11-10 (52%),3.0,1.4
N ARIZONA,Big Sky,11-16 (41%),11-16 (41%),62.4,66.2,-3.8,0.3,71.7-73.9,-2.2,1.6,7-14 (33%),9-12 (43%),1.1,-0.5
UC-SANTA BARBARA,Big West,24-9 (73%),14-16 (47%),73.5,65.9,7.6,-11.0,74.6-65.5,9.1,1.5,13-7 (65%),9-10 (47%),1.8,0.3
WEBER ST,Big Sky,18-11 (62%),11-18 (38%),71.6,68.1,3.5,-6.8,74.6-69.6,5.0,1.5,16-7 (70%),10-13 (43%),3.2,1.7
NORTHEASTERN,Colonial Athletic,15-16 (48%),14-16 (47%),66.9,68.7,-1.8,-1.6,66.8-67.1,-0.3,1.5,8-13 (38%),7-14 (33%),-0.5,-2
OREGON ST,Pac 12,20-22 (48%),17-22 (44%),70.6,73.7,-3.1,0.3,70.1-71.7,-1.6,1.5,6-17 (26%),12-10 (55%),2.0,0.5
PRESBYTERIAN,Big South,8-22 (27%),16-13 (55%),63.0,66.8,-3.8,1.1,68.4-70.8,-2.4,1.4,3-17 (15%),10-9 (53%),1.8,0.4
LOYOLA-MARYMOUNT,West Coast,22-15 (59%),21-16 (57%),74.0,71.7,2.3,-4.9,75.2-71.6,3.6,1.3,10-8 (56%),11-7 (61%),0.7,-0.6
BOWLING GREEN,Mid-American,19-17 (53%),18-18 (50%),66.9,67.3,-0.4,-3.0,77.7-76.8,0.9,1.3,10-12 (45%),11-11 (50%),1.0,-0.3
BUCKNELL,Patriot,15-19 (44%),14-20 (41%),61.8,65.4,-3.6,0.5,68.9-71.2,-2.3,1.3,8-13 (38%),7-14 (33%),-1.1,-2.4
C MICHIGAN,Mid-American,10-19 (34%),14-15 (48%),60.9,68.2,-7.3,4.4,66.7-72.7,-6.0,1.3,7-14 (33%),10-11 (48%),1.6,0.3
OLE MISS,SEC,28-18 (61%),18-27 (40%),77.2,73.4,3.8,-7.5,72.1-67.1,5.0,1.2,6-15 (29%),7-14 (33%),1.7,0.5
ALCORN ST,SWAC,13-6 (68%),7-12 (37%),63.7,60.7,3.0,-6.1,73.8-69.6,4.2,1.2,13-6 (68%),7-12 (37%),1.2,0
S FLORIDA,American Athletic,24-20 (55%),18-23 (44%),70.8,69.5,1.3,-4.0,69.4-66.9,2.5,1.2,9-12 (43%),7-12 (37%),1.5,0.3
LOYOLA-MD,Patriot,16-16 (50%),13-18 (42%),63.0,64.2,-1.2,-1.6,68.3-68.3,0.0,1.2,12-10 (55%),9-12 (43%),1.7,0.5
MIAMI OHIO,Mid-American,15-20 (43%),17-18 (49%),66.2,67.5,-1.3,-2.0,73.8-73.9,-0.1,1.2,9-13 (41%),10-12 (45%),1.1,-0.1
FARLEIGH DICKINSON,Northeast,13-15 (46%),10-18 (36%),60.1,62.0,-1.9,-1.3,74.9-75.6,-0.7,1.2,10-10 (50%),9-11 (45%),2.1,0.9
RADFORD,Big South,18-9 (67%),10-16 (38%),67.1,65.2,1.9,-4.5,70.8-67.8,3.0,1.1,11-9 (55%),5-14 (26%),-0.7,-1.8
